"loss","profit","balance"
"0.001","0.01","-835.0"
"0.002","0.01","-1740.0"
"0.003","0.01","1556.0"
"0.004","0.01","192.0"
"0.005","0.01","-58.0"
"0.006","0.01","-275.0"
"0.007","0.01","-649.0"
"0.008","0.01","-618.0"
"0.009","0.01","-519.0"
"0.01","0.01","-541.0"
"0.011","0.01","-1331.0"
"0.012","0.01","-1026.0"
"0.013","0.01","-398.0"
"0.014","0.01","-52.0"
"0.015","0.01","-79.0"
"0.016","0.01","14.0"
"0.017","0.01","14.0"
"0.018","0.01","14.0"
"0.019","0.01","14.0"
"0.02","0.01","14.0"
"0.021","0.01","14.0"
"0.022","0.01","14.0"
"0.023","0.01","14.0"
"0.024","0.01","14.0"
"0.025","0.01","14.0"
"0.026","0.01","14.0"
"0.027","0.01","14.0"
"0.028","0.01","14.0"
"0.029","0.01","14.0"
"0.03","0.01","14.0"
"0.031","0.01","14.0"
"0.032","0.01","14.0"
"0.033","0.01","14.0"
"0.034","0.01","14.0"
"0.035","0.01","14.0"
"0.036","0.01","14.0"
"0.037","0.01","14.0"
"0.038","0.01","14.0"
"0.039","0.01","14.0"
"0.04","0.01","14.0"
"0.041","0.01","14.0"
"0.042","0.01","14.0"
"0.043","0.01","14.0"
"0.044","0.01","14.0"
"0.045","0.01","14.0"
"0.046","0.01","14.0"
"0.047","0.01","14.0"
"0.048","0.01","14.0"
"0.049","0.01","14.0"
"0.05","0.01","14.0"
"0.051","0.01","14.0"
"0.052","0.01","14.0"
"0.053","0.01","14.0"
"0.054","0.01","14.0"
"0.055","0.01","14.0"
"0.056","0.01","14.0"
"0.057","0.01","14.0"
"0.058","0.01","14.0"
"0.059","0.01","14.0"
"0.06","0.01","14.0"
"0.061","0.01","14.0"
"0.062","0.01","14.0"
"0.063","0.01","14.0"
"0.064","0.01","14.0"
"0.065","0.01","14.0"
"0.066","0.01","14.0"
"0.067","0.01","14.0"
"0.068","0.01","14.0"
"0.069","0.01","14.0"
"0.07","0.01","14.0"
"0.071","0.01","14.0"
"0.072","0.01","14.0"
"0.073","0.01","14.0"
"0.074","0.01","14.0"
"0.075","0.01","14.0"
"0.076","0.01","14.0"
"0.077","0.01","14.0"
"0.078","0.01","14.0"
"0.079","0.01","14.0"
"0.08","0.01","14.0"
"0.081","0.01","14.0"
"0.082","0.01","14.0"
"0.083","0.01","14.0"
"0.084","0.01","14.0"
"0.085","0.01","14.0"
"0.086","0.01","14.0"
"0.087","0.01","14.0"
"0.088","0.01","14.0"
"0.089","0.01","14.0"
"0.09","0.01","14.0"
"0.091","0.01","14.0"
"0.092","0.01","14.0"
"0.093","0.01","14.0"
"0.094","0.01","14.0"
"0.095","0.01","14.0"
"0.096","0.01","14.0"
"0.097","0.01","14.0"
"0.098","0.01","14.0"
"0.099","0.01","14.0"
"0.1","0.01","14.0"
"0.001","0.02","458.0"
"0.002","0.02","260.0"
"0.003","0.02","2170.0"
"0.004","0.02","722.0"
"0.005","0.02","899.0"
"0.006","0.02","524.0"
"0.007","0.02","516.0"
"0.008","0.02","603.0"
"0.009","0.02","67.0"
"0.01","0.02","97.0"
"0.011","0.02","194.0"
"0.012","0.02","312.0"
"0.013","0.02","366.0"
"0.014","0.02","712.0"
"0.015","0.02","685.0"
"0.016","0.02","778.0"
"0.017","0.02","778.0"
"0.018","0.02","778.0"
"0.019","0.02","778.0"
"0.02","0.02","778.0"
"0.021","0.02","778.0"
"0.022","0.02","778.0"
"0.023","0.02","778.0"
"0.024","0.02","778.0"
"0.025","0.02","778.0"
"0.026","0.02","778.0"
"0.027","0.02","778.0"
"0.028","0.02","778.0"
"0.029","0.02","778.0"
"0.03","0.02","778.0"
"0.031","0.02","778.0"
"0.032","0.02","778.0"
"0.033","0.02","778.0"
"0.034","0.02","778.0"
"0.035","0.02","778.0"
"0.036","0.02","778.0"
"0.037","0.02","778.0"
"0.038","0.02","778.0"
"0.039","0.02","778.0"
"0.04","0.02","778.0"
"0.041","0.02","778.0"
"0.042","0.02","778.0"
"0.043","0.02","778.0"
"0.044","0.02","778.0"
"0.045","0.02","778.0"
"0.046","0.02","778.0"
"0.047","0.02","778.0"
"0.048","0.02","778.0"
"0.049","0.02","778.0"
"0.05","0.02","778.0"
"0.051","0.02","778.0"
"0.052","0.02","778.0"
"0.053","0.02","778.0"
"0.054","0.02","778.0"
"0.055","0.02","778.0"
"0.056","0.02","778.0"
"0.057","0.02","778.0"
"0.058","0.02","778.0"
"0.059","0.02","778.0"
"0.06","0.02","778.0"
"0.061","0.02","778.0"
"0.062","0.02","778.0"
"0.063","0.02","778.0"
"0.064","0.02","778.0"
"0.065","0.02","778.0"
"0.066","0.02","778.0"
"0.067","0.02","778.0"
"0.068","0.02","778.0"
"0.069","0.02","778.0"
"0.07","0.02","778.0"
"0.071","0.02","778.0"
"0.072","0.02","778.0"
"0.073","0.02","778.0"
"0.074","0.02","778.0"
"0.075","0.02","778.0"
"0.076","0.02","778.0"
"0.077","0.02","778.0"
"0.078","0.02","778.0"
"0.079","0.02","778.0"
"0.08","0.02","778.0"
"0.081","0.02","778.0"
"0.082","0.02","778.0"
"0.083","0.02","778.0"
"0.084","0.02","778.0"
"0.085","0.02","778.0"
"0.086","0.02","778.0"
"0.087","0.02","778.0"
"0.088","0.02","778.0"
"0.089","0.02","778.0"
"0.09","0.02","778.0"
"0.091","0.02","778.0"
"0.092","0.02","778.0"
"0.093","0.02","778.0"
"0.094","0.02","778.0"
"0.095","0.02","778.0"
"0.096","0.02","778.0"
"0.097","0.02","778.0"
"0.098","0.02","778.0"
"0.099","0.02","778.0"
"0.1","0.02","778.0"
"0.001","0.03","717.0"
"0.002","0.03","476.0"
"0.003","0.03","1880.0"
"0.004","0.03","558.0"
"0.005","0.03","737.0"
"0.006","0.03","322.0"
"0.007","0.03","226.0"
"0.008","0.03","294.0"
"0.009","0.03","-216.0"
"0.01","0.03","-159.0"
"0.011","0.03","-85.0"
"0.012","0.03","179.0"
"0.013","0.03","66.0"
"0.014","0.03","412.0"
"0.015","0.03","384.0"
"0.016","0.03","477.0"
"0.017","0.03","477.0"
"0.018","0.03","477.0"
"0.019","0.03","477.0"
"0.02","0.03","477.0"
"0.021","0.03","477.0"
"0.022","0.03","477.0"
"0.023","0.03","477.0"
"0.024","0.03","477.0"
"0.025","0.03","477.0"
"0.026","0.03","477.0"
"0.027","0.03","477.0"
"0.028","0.03","477.0"
"0.029","0.03","477.0"
"0.03","0.03","477.0"
"0.031","0.03","477.0"
"0.032","0.03","477.0"
"0.033","0.03","477.0"
"0.034","0.03","477.0"
"0.035","0.03","477.0"
"0.036","0.03","477.0"
"0.037","0.03","477.0"
"0.038","0.03","477.0"
"0.039","0.03","477.0"
"0.04","0.03","477.0"
"0.041","0.03","477.0"
"0.042","0.03","477.0"
"0.043","0.03","477.0"
"0.044","0.03","477.0"
"0.045","0.03","477.0"
"0.046","0.03","477.0"
"0.047","0.03","477.0"
"0.048","0.03","477.0"
"0.049","0.03","477.0"
"0.05","0.03","477.0"
"0.051","0.03","477.0"
"0.052","0.03","477.0"
"0.053","0.03","477.0"
"0.054","0.03","477.0"
"0.055","0.03","477.0"
"0.056","0.03","477.0"
"0.057","0.03","477.0"
"0.058","0.03","477.0"
"0.059","0.03","477.0"
"0.06","0.03","477.0"
"0.061","0.03","477.0"
"0.062","0.03","477.0"
"0.063","0.03","477.0"
"0.064","0.03","477.0"
"0.065","0.03","477.0"
"0.066","0.03","477.0"
"0.067","0.03","477.0"
"0.068","0.03","477.0"
"0.069","0.03","477.0"
"0.07","0.03","477.0"
"0.071","0.03","477.0"
"0.072","0.03","477.0"
"0.073","0.03","477.0"
"0.074","0.03","477.0"
"0.075","0.03","477.0"
"0.076","0.03","477.0"
"0.077","0.03","477.0"
"0.078","0.03","477.0"
"0.079","0.03","477.0"
"0.08","0.03","477.0"
"0.081","0.03","477.0"
"0.082","0.03","477.0"
"0.083","0.03","477.0"
"0.084","0.03","477.0"
"0.085","0.03","477.0"
"0.086","0.03","477.0"
"0.087","0.03","477.0"
"0.088","0.03","477.0"
"0.089","0.03","477.0"
"0.09","0.03","477.0"
"0.091","0.03","477.0"
"0.092","0.03","477.0"
"0.093","0.03","477.0"
"0.094","0.03","477.0"
"0.095","0.03","477.0"
"0.096","0.03","477.0"
"0.097","0.03","477.0"
"0.098","0.03","477.0"
"0.099","0.03","477.0"
"0.1","0.03","477.0"
"0.001","0.04","540.0"
"0.002","0.04","530.0"
"0.003","0.04","1944.0"
"0.004","0.04","545.0"
"0.005","0.04","598.0"
"0.006","0.04","147.0"
"0.007","0.04","51.0"
"0.008","0.04","119.0"
"0.009","0.04","-391.0"
"0.01","0.04","-334.0"
"0.011","0.04","-260.0"
"0.012","0.04","4.0"
"0.013","0.04","-109.0"
"0.014","0.04","237.0"
"0.015","0.04","210.0"
"0.016","0.04","302.0"
"0.017","0.04","302.0"
"0.018","0.04","302.0"
"0.019","0.04","302.0"
"0.02","0.04","302.0"
"0.021","0.04","302.0"
"0.022","0.04","302.0"
"0.023","0.04","302.0"
"0.024","0.04","302.0"
"0.025","0.04","302.0"
"0.026","0.04","302.0"
"0.027","0.04","302.0"
"0.028","0.04","302.0"
"0.029","0.04","302.0"
"0.03","0.04","302.0"
"0.031","0.04","302.0"
"0.032","0.04","302.0"
"0.033","0.04","302.0"
"0.034","0.04","302.0"
"0.035","0.04","302.0"
"0.036","0.04","302.0"
"0.037","0.04","302.0"
"0.038","0.04","302.0"
"0.039","0.04","302.0"
"0.04","0.04","302.0"
"0.041","0.04","302.0"
"0.042","0.04","302.0"
"0.043","0.04","302.0"
"0.044","0.04","302.0"
"0.045","0.04","302.0"
"0.046","0.04","302.0"
"0.047","0.04","302.0"
"0.048","0.04","302.0"
"0.049","0.04","302.0"
"0.05","0.04","302.0"
"0.051","0.04","302.0"
"0.052","0.04","302.0"
"0.053","0.04","302.0"
"0.054","0.04","302.0"
"0.055","0.04","302.0"
"0.056","0.04","302.0"
"0.057","0.04","302.0"
"0.058","0.04","302.0"
"0.059","0.04","302.0"
"0.06","0.04","302.0"
"0.061","0.04","302.0"
"0.062","0.04","302.0"
"0.063","0.04","302.0"
"0.064","0.04","302.0"
"0.065","0.04","302.0"
"0.066","0.04","302.0"
"0.067","0.04","302.0"
"0.068","0.04","302.0"
"0.069","0.04","302.0"
"0.07","0.04","302.0"
"0.071","0.04","302.0"
"0.072","0.04","302.0"
"0.073","0.04","302.0"
"0.074","0.04","302.0"
"0.075","0.04","302.0"
"0.076","0.04","302.0"
"0.077","0.04","302.0"
"0.078","0.04","302.0"
"0.079","0.04","302.0"
"0.08","0.04","302.0"
"0.081","0.04","302.0"
"0.082","0.04","302.0"
"0.083","0.04","302.0"
"0.084","0.04","302.0"
"0.085","0.04","302.0"
"0.086","0.04","302.0"
"0.087","0.04","302.0"
"0.088","0.04","302.0"
"0.089","0.04","302.0"
"0.09","0.04","302.0"
"0.091","0.04","302.0"
"0.092","0.04","302.0"
"0.093","0.04","302.0"
"0.094","0.04","302.0"
"0.095","0.04","302.0"
"0.096","0.04","302.0"
"0.097","0.04","302.0"
"0.098","0.04","302.0"
"0.099","0.04","302.0"
"0.1","0.04","302.0"
"0.001","0.05","540.0"
"0.002","0.05","530.0"
"0.003","0.05","1944.0"
"0.004","0.05","545.0"
"0.005","0.05","598.0"
"0.006","0.05","147.0"
"0.007","0.05","51.0"
"0.008","0.05","119.0"
"0.009","0.05","-391.0"
"0.01","0.05","-334.0"
"0.011","0.05","-260.0"
"0.012","0.05","4.0"
"0.013","0.05","-109.0"
"0.014","0.05","237.0"
"0.015","0.05","210.0"
"0.016","0.05","302.0"
"0.017","0.05","302.0"
"0.018","0.05","302.0"
"0.019","0.05","302.0"
"0.02","0.05","302.0"
"0.021","0.05","302.0"
"0.022","0.05","302.0"
"0.023","0.05","302.0"
"0.024","0.05","302.0"
"0.025","0.05","302.0"
"0.026","0.05","302.0"
"0.027","0.05","302.0"
"0.028","0.05","302.0"
"0.029","0.05","302.0"
"0.03","0.05","302.0"
"0.031","0.05","302.0"
"0.032","0.05","302.0"
"0.033","0.05","302.0"
"0.034","0.05","302.0"
"0.035","0.05","302.0"
"0.036","0.05","302.0"
"0.037","0.05","302.0"
"0.038","0.05","302.0"
"0.039","0.05","302.0"
"0.04","0.05","302.0"
"0.041","0.05","302.0"
"0.042","0.05","302.0"
"0.043","0.05","302.0"
"0.044","0.05","302.0"
"0.045","0.05","302.0"
"0.046","0.05","302.0"
"0.047","0.05","302.0"
"0.048","0.05","302.0"
"0.049","0.05","302.0"
"0.05","0.05","302.0"
"0.051","0.05","302.0"
"0.052","0.05","302.0"
"0.053","0.05","302.0"
"0.054","0.05","302.0"
"0.055","0.05","302.0"
"0.056","0.05","302.0"
"0.057","0.05","302.0"
"0.058","0.05","302.0"
"0.059","0.05","302.0"
"0.06","0.05","302.0"
"0.061","0.05","302.0"
"0.062","0.05","302.0"
"0.063","0.05","302.0"
"0.064","0.05","302.0"
"0.065","0.05","302.0"
"0.066","0.05","302.0"
"0.067","0.05","302.0"
"0.068","0.05","302.0"
"0.069","0.05","302.0"
"0.07","0.05","302.0"
"0.071","0.05","302.0"
"0.072","0.05","302.0"
"0.073","0.05","302.0"
"0.074","0.05","302.0"
"0.075","0.05","302.0"
"0.076","0.05","302.0"
"0.077","0.05","302.0"
"0.078","0.05","302.0"
"0.079","0.05","302.0"
"0.08","0.05","302.0"
"0.081","0.05","302.0"
"0.082","0.05","302.0"
"0.083","0.05","302.0"
"0.084","0.05","302.0"
"0.085","0.05","302.0"
"0.086","0.05","302.0"
"0.087","0.05","302.0"
"0.088","0.05","302.0"
"0.089","0.05","302.0"
"0.09","0.05","302.0"
"0.091","0.05","302.0"
"0.092","0.05","302.0"
"0.093","0.05","302.0"
"0.094","0.05","302.0"
"0.095","0.05","302.0"
"0.096","0.05","302.0"
"0.097","0.05","302.0"
"0.098","0.05","302.0"
"0.099","0.05","302.0"
"0.1","0.05","302.0"
"0.001","0.06","540.0"
"0.002","0.06","530.0"
"0.003","0.06","1944.0"
"0.004","0.06","545.0"
"0.005","0.06","598.0"
"0.006","0.06","147.0"
"0.007","0.06","51.0"
"0.008","0.06","119.0"
"0.009","0.06","-391.0"
"0.01","0.06","-334.0"
"0.011","0.06","-260.0"
"0.012","0.06","4.0"
"0.013","0.06","-109.0"
"0.014","0.06","237.0"
"0.015","0.06","210.0"
"0.016","0.06","302.0"
"0.017","0.06","302.0"
"0.018","0.06","302.0"
"0.019","0.06","302.0"
"0.02","0.06","302.0"
"0.021","0.06","302.0"
"0.022","0.06","302.0"
"0.023","0.06","302.0"
"0.024","0.06","302.0"
"0.025","0.06","302.0"
"0.026","0.06","302.0"
"0.027","0.06","302.0"
"0.028","0.06","302.0"
"0.029","0.06","302.0"
"0.03","0.06","302.0"
"0.031","0.06","302.0"
"0.032","0.06","302.0"
"0.033","0.06","302.0"
"0.034","0.06","302.0"
"0.035","0.06","302.0"
"0.036","0.06","302.0"
"0.037","0.06","302.0"
"0.038","0.06","302.0"
"0.039","0.06","302.0"
"0.04","0.06","302.0"
"0.041","0.06","302.0"
"0.042","0.06","302.0"
"0.043","0.06","302.0"
"0.044","0.06","302.0"
"0.045","0.06","302.0"
"0.046","0.06","302.0"
"0.047","0.06","302.0"
"0.048","0.06","302.0"
"0.049","0.06","302.0"
"0.05","0.06","302.0"
"0.051","0.06","302.0"
"0.052","0.06","302.0"
"0.053","0.06","302.0"
"0.054","0.06","302.0"
"0.055","0.06","302.0"
"0.056","0.06","302.0"
"0.057","0.06","302.0"
"0.058","0.06","302.0"
"0.059","0.06","302.0"
"0.06","0.06","302.0"
"0.061","0.06","302.0"
"0.062","0.06","302.0"
"0.063","0.06","302.0"
"0.064","0.06","302.0"
"0.065","0.06","302.0"
"0.066","0.06","302.0"
"0.067","0.06","302.0"
"0.068","0.06","302.0"
"0.069","0.06","302.0"
"0.07","0.06","302.0"
"0.071","0.06","302.0"
"0.072","0.06","302.0"
"0.073","0.06","302.0"
"0.074","0.06","302.0"
"0.075","0.06","302.0"
"0.076","0.06","302.0"
"0.077","0.06","302.0"
"0.078","0.06","302.0"
"0.079","0.06","302.0"
"0.08","0.06","302.0"
"0.081","0.06","302.0"
"0.082","0.06","302.0"
"0.083","0.06","302.0"
"0.084","0.06","302.0"
"0.085","0.06","302.0"
"0.086","0.06","302.0"
"0.087","0.06","302.0"
"0.088","0.06","302.0"
"0.089","0.06","302.0"
"0.09","0.06","302.0"
"0.091","0.06","302.0"
"0.092","0.06","302.0"
"0.093","0.06","302.0"
"0.094","0.06","302.0"
"0.095","0.06","302.0"
"0.096","0.06","302.0"
"0.097","0.06","302.0"
"0.098","0.06","302.0"
"0.099","0.06","302.0"
"0.1","0.06","302.0"
"0.001","0.07","540.0"
"0.002","0.07","530.0"
"0.003","0.07","1944.0"
"0.004","0.07","545.0"
"0.005","0.07","598.0"
"0.006","0.07","147.0"
"0.007","0.07","51.0"
"0.008","0.07","119.0"
"0.009","0.07","-391.0"
"0.01","0.07","-334.0"
"0.011","0.07","-260.0"
"0.012","0.07","4.0"
"0.013","0.07","-109.0"
"0.014","0.07","237.0"
"0.015","0.07","210.0"
"0.016","0.07","302.0"
"0.017","0.07","302.0"
"0.018","0.07","302.0"
"0.019","0.07","302.0"
"0.02","0.07","302.0"
"0.021","0.07","302.0"
"0.022","0.07","302.0"
"0.023","0.07","302.0"
"0.024","0.07","302.0"
"0.025","0.07","302.0"
"0.026","0.07","302.0"
"0.027","0.07","302.0"
"0.028","0.07","302.0"
"0.029","0.07","302.0"
"0.03","0.07","302.0"
"0.031","0.07","302.0"
"0.032","0.07","302.0"
"0.033","0.07","302.0"
"0.034","0.07","302.0"
"0.035","0.07","302.0"
"0.036","0.07","302.0"
"0.037","0.07","302.0"
"0.038","0.07","302.0"
"0.039","0.07","302.0"
"0.04","0.07","302.0"
"0.041","0.07","302.0"
"0.042","0.07","302.0"
"0.043","0.07","302.0"
"0.044","0.07","302.0"
"0.045","0.07","302.0"
"0.046","0.07","302.0"
"0.047","0.07","302.0"
"0.048","0.07","302.0"
"0.049","0.07","302.0"
"0.05","0.07","302.0"
"0.051","0.07","302.0"
"0.052","0.07","302.0"
"0.053","0.07","302.0"
"0.054","0.07","302.0"
"0.055","0.07","302.0"
"0.056","0.07","302.0"
"0.057","0.07","302.0"
"0.058","0.07","302.0"
"0.059","0.07","302.0"
"0.06","0.07","302.0"
"0.061","0.07","302.0"
"0.062","0.07","302.0"
"0.063","0.07","302.0"
"0.064","0.07","302.0"
"0.065","0.07","302.0"
"0.066","0.07","302.0"
"0.067","0.07","302.0"
"0.068","0.07","302.0"
"0.069","0.07","302.0"
"0.07","0.07","302.0"
"0.071","0.07","302.0"
"0.072","0.07","302.0"
"0.073","0.07","302.0"
"0.074","0.07","302.0"
"0.075","0.07","302.0"
"0.076","0.07","302.0"
"0.077","0.07","302.0"
"0.078","0.07","302.0"
"0.079","0.07","302.0"
"0.08","0.07","302.0"
"0.081","0.07","302.0"
"0.082","0.07","302.0"
"0.083","0.07","302.0"
"0.084","0.07","302.0"
"0.085","0.07","302.0"
"0.086","0.07","302.0"
"0.087","0.07","302.0"
"0.088","0.07","302.0"
"0.089","0.07","302.0"
"0.09","0.07","302.0"
"0.091","0.07","302.0"
"0.092","0.07","302.0"
"0.093","0.07","302.0"
"0.094","0.07","302.0"
"0.095","0.07","302.0"
"0.096","0.07","302.0"
"0.097","0.07","302.0"
"0.098","0.07","302.0"
"0.099","0.07","302.0"
"0.1","0.07","302.0"
"0.001","0.08","540.0"
"0.002","0.08","530.0"
"0.003","0.08","1944.0"
"0.004","0.08","545.0"
"0.005","0.08","598.0"
"0.006","0.08","147.0"
"0.007","0.08","51.0"
"0.008","0.08","119.0"
"0.009","0.08","-391.0"
"0.01","0.08","-334.0"
"0.011","0.08","-260.0"
"0.012","0.08","4.0"
"0.013","0.08","-109.0"
"0.014","0.08","237.0"
"0.015","0.08","210.0"
"0.016","0.08","302.0"
"0.017","0.08","302.0"
"0.018","0.08","302.0"
"0.019","0.08","302.0"
"0.02","0.08","302.0"
"0.021","0.08","302.0"
"0.022","0.08","302.0"
"0.023","0.08","302.0"
"0.024","0.08","302.0"
"0.025","0.08","302.0"
"0.026","0.08","302.0"
"0.027","0.08","302.0"
"0.028","0.08","302.0"
"0.029","0.08","302.0"
"0.03","0.08","302.0"
"0.031","0.08","302.0"
"0.032","0.08","302.0"
"0.033","0.08","302.0"
"0.034","0.08","302.0"
"0.035","0.08","302.0"
"0.036","0.08","302.0"
"0.037","0.08","302.0"
"0.038","0.08","302.0"
"0.039","0.08","302.0"
"0.04","0.08","302.0"
"0.041","0.08","302.0"
"0.042","0.08","302.0"
"0.043","0.08","302.0"
"0.044","0.08","302.0"
"0.045","0.08","302.0"
"0.046","0.08","302.0"
"0.047","0.08","302.0"
"0.048","0.08","302.0"
"0.049","0.08","302.0"
"0.05","0.08","302.0"
"0.051","0.08","302.0"
"0.052","0.08","302.0"
"0.053","0.08","302.0"
"0.054","0.08","302.0"
"0.055","0.08","302.0"
"0.056","0.08","302.0"
"0.057","0.08","302.0"
"0.058","0.08","302.0"
"0.059","0.08","302.0"
"0.06","0.08","302.0"
"0.061","0.08","302.0"
"0.062","0.08","302.0"
"0.063","0.08","302.0"
"0.064","0.08","302.0"
"0.065","0.08","302.0"
"0.066","0.08","302.0"
"0.067","0.08","302.0"
"0.068","0.08","302.0"
"0.069","0.08","302.0"
"0.07","0.08","302.0"
"0.071","0.08","302.0"
"0.072","0.08","302.0"
"0.073","0.08","302.0"
"0.074","0.08","302.0"
"0.075","0.08","302.0"
"0.076","0.08","302.0"
"0.077","0.08","302.0"
"0.078","0.08","302.0"
"0.079","0.08","302.0"
"0.08","0.08","302.0"
"0.081","0.08","302.0"
"0.082","0.08","302.0"
"0.083","0.08","302.0"
"0.084","0.08","302.0"
"0.085","0.08","302.0"
"0.086","0.08","302.0"
"0.087","0.08","302.0"
"0.088","0.08","302.0"
"0.089","0.08","302.0"
"0.09","0.08","302.0"
"0.091","0.08","302.0"
"0.092","0.08","302.0"
"0.093","0.08","302.0"
"0.094","0.08","302.0"
"0.095","0.08","302.0"
"0.096","0.08","302.0"
"0.097","0.08","302.0"
"0.098","0.08","302.0"
"0.099","0.08","302.0"
"0.1","0.08","302.0"
"0.001","0.09","540.0"
"0.002","0.09","530.0"
"0.003","0.09","1944.0"
"0.004","0.09","545.0"
"0.005","0.09","598.0"
"0.006","0.09","147.0"
"0.007","0.09","51.0"
"0.008","0.09","119.0"
"0.009","0.09","-391.0"
"0.01","0.09","-334.0"
"0.011","0.09","-260.0"
"0.012","0.09","4.0"
"0.013","0.09","-109.0"
"0.014","0.09","237.0"
"0.015","0.09","210.0"
"0.016","0.09","302.0"
"0.017","0.09","302.0"
"0.018","0.09","302.0"
"0.019","0.09","302.0"
"0.02","0.09","302.0"
"0.021","0.09","302.0"
"0.022","0.09","302.0"
"0.023","0.09","302.0"
"0.024","0.09","302.0"
"0.025","0.09","302.0"
"0.026","0.09","302.0"
"0.027","0.09","302.0"
"0.028","0.09","302.0"
"0.029","0.09","302.0"
"0.03","0.09","302.0"
"0.031","0.09","302.0"
