"loss","profit","balance"
"0.066","0.17","302.0"
"0.067","0.17","302.0"
"0.068","0.17","302.0"
"0.069","0.17","302.0"
"0.07","0.17","302.0"
"0.071","0.17","302.0"
"0.072","0.17","302.0"
"0.073","0.17","302.0"
"0.074","0.17","302.0"
"0.075","0.17","302.0"
"0.076","0.17","302.0"
"0.077","0.17","302.0"
"0.078","0.17","302.0"
"0.079","0.17","302.0"
"0.08","0.17","302.0"
"0.081","0.17","302.0"
"0.082","0.17","302.0"
"0.083","0.17","302.0"
"0.084","0.17","302.0"
"0.085","0.17","302.0"
"0.086","0.17","302.0"
"0.087","0.17","302.0"
"0.088","0.17","302.0"
"0.089","0.17","302.0"
"0.09","0.17","302.0"
"0.091","0.17","302.0"
"0.092","0.17","302.0"
"0.093","0.17","302.0"
"0.094","0.17","302.0"
"0.095","0.17","302.0"
"0.096","0.17","302.0"
"0.097","0.17","302.0"
"0.098","0.17","302.0"
"0.099","0.17","302.0"
"0.1","0.17","302.0"
"0.001","0.18","540.0"
"0.002","0.18","530.0"
"0.003","0.18","1944.0"
"0.004","0.18","545.0"
"0.005","0.18","598.0"
"0.006","0.18","147.0"
"0.007","0.18","51.0"
"0.008","0.18","119.0"
"0.009","0.18","-391.0"
"0.01","0.18","-334.0"
"0.011","0.18","-260.0"
"0.012","0.18","4.0"
"0.013","0.18","-109.0"
"0.014","0.18","237.0"
"0.015","0.18","210.0"
"0.016","0.18","302.0"
"0.017","0.18","302.0"
"0.018","0.18","302.0"
"0.019","0.18","302.0"
"0.02","0.18","302.0"
"0.021","0.18","302.0"
"0.022","0.18","302.0"
"0.023","0.18","302.0"
"0.024","0.18","302.0"
"0.025","0.18","302.0"
"0.026","0.18","302.0"
"0.027","0.18","302.0"
"0.028","0.18","302.0"
"0.029","0.18","302.0"
"0.03","0.18","302.0"
"0.031","0.18","302.0"
"0.032","0.18","302.0"
"0.033","0.18","302.0"
"0.034","0.18","302.0"
"0.035","0.18","302.0"
"0.036","0.18","302.0"
"0.037","0.18","302.0"
"0.038","0.18","302.0"
"0.039","0.18","302.0"
"0.04","0.18","302.0"
"0.041","0.18","302.0"
"0.042","0.18","302.0"
"0.043","0.18","302.0"
"0.044","0.18","302.0"
"0.045","0.18","302.0"
"0.046","0.18","302.0"
"0.047","0.18","302.0"
"0.048","0.18","302.0"
"0.049","0.18","302.0"
"0.05","0.18","302.0"
"0.051","0.18","302.0"
"0.052","0.18","302.0"
"0.053","0.18","302.0"
"0.054","0.18","302.0"
"0.055","0.18","302.0"
"0.056","0.18","302.0"
"0.057","0.18","302.0"
"0.058","0.18","302.0"
"0.059","0.18","302.0"
"0.06","0.18","302.0"
"0.061","0.18","302.0"
"0.062","0.18","302.0"
"0.063","0.18","302.0"
"0.064","0.18","302.0"
"0.065","0.18","302.0"
"0.066","0.18","302.0"
"0.067","0.18","302.0"
"0.068","0.18","302.0"
"0.069","0.18","302.0"
"0.07","0.18","302.0"
"0.071","0.18","302.0"
"0.072","0.18","302.0"
"0.073","0.18","302.0"
"0.074","0.18","302.0"
"0.075","0.18","302.0"
"0.076","0.18","302.0"
"0.077","0.18","302.0"
"0.078","0.18","302.0"
"0.079","0.18","302.0"
"0.08","0.18","302.0"
"0.081","0.18","302.0"
"0.082","0.18","302.0"
"0.083","0.18","302.0"
"0.084","0.18","302.0"
"0.085","0.18","302.0"
"0.086","0.18","302.0"
"0.087","0.18","302.0"
"0.088","0.18","302.0"
"0.089","0.18","302.0"
"0.09","0.18","302.0"
"0.091","0.18","302.0"
"0.092","0.18","302.0"
"0.093","0.18","302.0"
"0.094","0.18","302.0"
"0.095","0.18","302.0"
"0.096","0.18","302.0"
"0.097","0.18","302.0"
"0.098","0.18","302.0"
"0.099","0.18","302.0"
"0.1","0.18","302.0"
"0.001","0.19","540.0"
"0.002","0.19","530.0"
"0.003","0.19","1944.0"
"0.004","0.19","545.0"
"0.005","0.19","598.0"
"0.006","0.19","147.0"
"0.007","0.19","51.0"
"0.008","0.19","119.0"
"0.009","0.19","-391.0"
"0.01","0.19","-334.0"
"0.011","0.19","-260.0"
"0.012","0.19","4.0"
"0.013","0.19","-109.0"
"0.014","0.19","237.0"
"0.015","0.19","210.0"
"0.016","0.19","302.0"
"0.017","0.19","302.0"
"0.018","0.19","302.0"
"0.019","0.19","302.0"
"0.02","0.19","302.0"
"0.021","0.19","302.0"
"0.022","0.19","302.0"
"0.023","0.19","302.0"
"0.024","0.19","302.0"
"0.025","0.19","302.0"
"0.026","0.19","302.0"
"0.027","0.19","302.0"
"0.028","0.19","302.0"
"0.029","0.19","302.0"
"0.03","0.19","302.0"
"0.031","0.19","302.0"
"0.032","0.19","302.0"
"0.033","0.19","302.0"
"0.034","0.19","302.0"
"0.035","0.19","302.0"
"0.036","0.19","302.0"
"0.037","0.19","302.0"
"0.038","0.19","302.0"
"0.039","0.19","302.0"
"0.04","0.19","302.0"
"0.041","0.19","302.0"
"0.042","0.19","302.0"
"0.043","0.19","302.0"
"0.044","0.19","302.0"
"0.045","0.19","302.0"
"0.046","0.19","302.0"
"0.047","0.19","302.0"
"0.048","0.19","302.0"
"0.049","0.19","302.0"
"0.05","0.19","302.0"
"0.051","0.19","302.0"
"0.052","0.19","302.0"
"0.053","0.19","302.0"
"0.054","0.19","302.0"
"0.055","0.19","302.0"
"0.056","0.19","302.0"
"0.057","0.19","302.0"
"0.058","0.19","302.0"
"0.059","0.19","302.0"
"0.06","0.19","302.0"
"0.061","0.19","302.0"
"0.062","0.19","302.0"
"0.063","0.19","302.0"
"0.064","0.19","302.0"
"0.065","0.19","302.0"
"0.066","0.19","302.0"
"0.067","0.19","302.0"
"0.068","0.19","302.0"
"0.069","0.19","302.0"
"0.07","0.19","302.0"
"0.071","0.19","302.0"
"0.072","0.19","302.0"
"0.073","0.19","302.0"
"0.074","0.19","302.0"
"0.075","0.19","302.0"
"0.076","0.19","302.0"
"0.077","0.19","302.0"
"0.078","0.19","302.0"
"0.079","0.19","302.0"
"0.08","0.19","302.0"
"0.081","0.19","302.0"
"0.082","0.19","302.0"
"0.083","0.19","302.0"
"0.084","0.19","302.0"
"0.085","0.19","302.0"
"0.086","0.19","302.0"
"0.087","0.19","302.0"
"0.088","0.19","302.0"
"0.089","0.19","302.0"
"0.09","0.19","302.0"
"0.091","0.19","302.0"
"0.092","0.19","302.0"
"0.093","0.19","302.0"
"0.094","0.19","302.0"
"0.095","0.19","302.0"
"0.096","0.19","302.0"
"0.097","0.19","302.0"
"0.098","0.19","302.0"
"0.099","0.19","302.0"
"0.1","0.19","302.0"
"0.001","0.2","540.0"
"0.002","0.2","530.0"
"0.003","0.2","1944.0"
"0.004","0.2","545.0"
"0.005","0.2","598.0"
"0.006","0.2","147.0"
"0.007","0.2","51.0"
"0.008","0.2","119.0"
"0.009","0.2","-391.0"
"0.01","0.2","-334.0"
"0.011","0.2","-260.0"
"0.012","0.2","4.0"
"0.013","0.2","-109.0"
"0.014","0.2","237.0"
"0.015","0.2","210.0"
"0.016","0.2","302.0"
"0.017","0.2","302.0"
"0.018","0.2","302.0"
"0.019","0.2","302.0"
"0.02","0.2","302.0"
"0.021","0.2","302.0"
"0.022","0.2","302.0"
"0.023","0.2","302.0"
"0.024","0.2","302.0"
"0.025","0.2","302.0"
"0.026","0.2","302.0"
"0.027","0.2","302.0"
"0.028","0.2","302.0"
"0.029","0.2","302.0"
"0.03","0.2","302.0"
"0.031","0.2","302.0"
"0.032","0.2","302.0"
"0.033","0.2","302.0"
"0.034","0.2","302.0"
"0.035","0.2","302.0"
"0.036","0.2","302.0"
"0.037","0.2","302.0"
"0.038","0.2","302.0"
"0.039","0.2","302.0"
"0.04","0.2","302.0"
"0.041","0.2","302.0"
"0.042","0.2","302.0"
"0.043","0.2","302.0"
"0.044","0.2","302.0"
"0.045","0.2","302.0"
"0.046","0.2","302.0"
"0.047","0.2","302.0"
"0.048","0.2","302.0"
"0.049","0.2","302.0"
"0.05","0.2","302.0"
"0.051","0.2","302.0"
"0.052","0.2","302.0"
"0.053","0.2","302.0"
"0.054","0.2","302.0"
"0.055","0.2","302.0"
"0.056","0.2","302.0"
"0.057","0.2","302.0"
"0.058","0.2","302.0"
"0.059","0.2","302.0"
"0.06","0.2","302.0"
"0.061","0.2","302.0"
"0.062","0.2","302.0"
"0.063","0.2","302.0"
"0.064","0.2","302.0"
"0.065","0.2","302.0"
"0.066","0.2","302.0"
"0.067","0.2","302.0"
"0.068","0.2","302.0"
"0.069","0.2","302.0"
"0.07","0.2","302.0"
"0.071","0.2","302.0"
"0.072","0.2","302.0"
"0.073","0.2","302.0"
"0.074","0.2","302.0"
"0.075","0.2","302.0"
"0.076","0.2","302.0"
"0.077","0.2","302.0"
"0.078","0.2","302.0"
"0.079","0.2","302.0"
"0.08","0.2","302.0"
"0.081","0.2","302.0"
"0.082","0.2","302.0"
"0.083","0.2","302.0"
"0.084","0.2","302.0"
"0.085","0.2","302.0"
"0.086","0.2","302.0"
"0.087","0.2","302.0"
"0.088","0.2","302.0"
"0.089","0.2","302.0"
"0.09","0.2","302.0"
"0.091","0.2","302.0"
"0.092","0.2","302.0"
"0.093","0.2","302.0"
"0.094","0.2","302.0"
"0.095","0.2","302.0"
"0.096","0.2","302.0"
"0.097","0.2","302.0"
"0.098","0.2","302.0"
"0.099","0.2","302.0"
"0.1","0.2","302.0"
"0.001","0.21","540.0"
"0.002","0.21","530.0"
"0.003","0.21","1944.0"
"0.004","0.21","545.0"
"0.005","0.21","598.0"
"0.006","0.21","147.0"
"0.007","0.21","51.0"
"0.008","0.21","119.0"
"0.009","0.21","-391.0"
"0.01","0.21","-334.0"
"0.011","0.21","-260.0"
"0.012","0.21","4.0"
"0.013","0.21","-109.0"
"0.014","0.21","237.0"
"0.015","0.21","210.0"
"0.016","0.21","302.0"
"0.017","0.21","302.0"
"0.018","0.21","302.0"
"0.019","0.21","302.0"
"0.02","0.21","302.0"
"0.021","0.21","302.0"
"0.022","0.21","302.0"
"0.023","0.21","302.0"
"0.024","0.21","302.0"
"0.025","0.21","302.0"
"0.026","0.21","302.0"
"0.027","0.21","302.0"
"0.028","0.21","302.0"
"0.029","0.21","302.0"
"0.03","0.21","302.0"
"0.031","0.21","302.0"
"0.032","0.21","302.0"
"0.033","0.21","302.0"
"0.034","0.21","302.0"
"0.035","0.21","302.0"
"0.036","0.21","302.0"
"0.037","0.21","302.0"
"0.038","0.21","302.0"
"0.039","0.21","302.0"
"0.04","0.21","302.0"
"0.041","0.21","302.0"
"0.042","0.21","302.0"
"0.043","0.21","302.0"
"0.044","0.21","302.0"
"0.045","0.21","302.0"
"0.046","0.21","302.0"
"0.047","0.21","302.0"
"0.048","0.21","302.0"
"0.049","0.21","302.0"
"0.05","0.21","302.0"
"0.051","0.21","302.0"
"0.052","0.21","302.0"
"0.053","0.21","302.0"
"0.054","0.21","302.0"
"0.055","0.21","302.0"
"0.056","0.21","302.0"
"0.057","0.21","302.0"
"0.058","0.21","302.0"
"0.059","0.21","302.0"
"0.06","0.21","302.0"
"0.061","0.21","302.0"
"0.062","0.21","302.0"
"0.063","0.21","302.0"
"0.064","0.21","302.0"
"0.065","0.21","302.0"
"0.066","0.21","302.0"
"0.067","0.21","302.0"
"0.068","0.21","302.0"
"0.069","0.21","302.0"
"0.07","0.21","302.0"
"0.071","0.21","302.0"
"0.072","0.21","302.0"
"0.073","0.21","302.0"
"0.074","0.21","302.0"
"0.075","0.21","302.0"
"0.076","0.21","302.0"
"0.077","0.21","302.0"
"0.078","0.21","302.0"
"0.079","0.21","302.0"
"0.08","0.21","302.0"
"0.081","0.21","302.0"
"0.082","0.21","302.0"
"0.083","0.21","302.0"
"0.084","0.21","302.0"
"0.085","0.21","302.0"
"0.086","0.21","302.0"
"0.087","0.21","302.0"
"0.088","0.21","302.0"
"0.089","0.21","302.0"
"0.09","0.21","302.0"
"0.091","0.21","302.0"
"0.092","0.21","302.0"
"0.093","0.21","302.0"
"0.094","0.21","302.0"
"0.095","0.21","302.0"
"0.096","0.21","302.0"
"0.097","0.21","302.0"
"0.098","0.21","302.0"
"0.099","0.21","302.0"
"0.1","0.21","302.0"
"0.001","0.22","540.0"
"0.002","0.22","530.0"
"0.003","0.22","1944.0"
"0.004","0.22","545.0"
"0.005","0.22","598.0"
"0.006","0.22","147.0"
"0.007","0.22","51.0"
"0.008","0.22","119.0"
"0.009","0.22","-391.0"
"0.01","0.22","-334.0"
"0.011","0.22","-260.0"
"0.012","0.22","4.0"
"0.013","0.22","-109.0"
"0.014","0.22","237.0"
"0.015","0.22","210.0"
"0.016","0.22","302.0"
"0.017","0.22","302.0"
"0.018","0.22","302.0"
"0.019","0.22","302.0"
"0.02","0.22","302.0"
"0.021","0.22","302.0"
"0.022","0.22","302.0"
"0.023","0.22","302.0"
"0.024","0.22","302.0"
"0.025","0.22","302.0"
"0.026","0.22","302.0"
"0.027","0.22","302.0"
"0.028","0.22","302.0"
"0.029","0.22","302.0"
"0.03","0.22","302.0"
"0.031","0.22","302.0"
"0.032","0.22","302.0"
"0.033","0.22","302.0"
"0.034","0.22","302.0"
"0.035","0.22","302.0"
"0.036","0.22","302.0"
"0.037","0.22","302.0"
"0.038","0.22","302.0"
"0.039","0.22","302.0"
"0.04","0.22","302.0"
"0.041","0.22","302.0"
"0.042","0.22","302.0"
"0.043","0.22","302.0"
"0.044","0.22","302.0"
"0.045","0.22","302.0"
"0.046","0.22","302.0"
"0.047","0.22","302.0"
"0.048","0.22","302.0"
"0.049","0.22","302.0"
"0.05","0.22","302.0"
"0.051","0.22","302.0"
"0.052","0.22","302.0"
"0.053","0.22","302.0"
"0.054","0.22","302.0"
"0.055","0.22","302.0"
"0.056","0.22","302.0"
"0.057","0.22","302.0"
"0.058","0.22","302.0"
"0.059","0.22","302.0"
"0.06","0.22","302.0"
"0.061","0.22","302.0"
"0.062","0.22","302.0"
"0.063","0.22","302.0"
"0.064","0.22","302.0"
"0.065","0.22","302.0"
"0.066","0.22","302.0"
"0.067","0.22","302.0"
"0.068","0.22","302.0"
"0.069","0.22","302.0"
"0.07","0.22","302.0"
"0.071","0.22","302.0"
"0.072","0.22","302.0"
"0.073","0.22","302.0"
"0.074","0.22","302.0"
"0.075","0.22","302.0"
"0.076","0.22","302.0"
"0.077","0.22","302.0"
"0.078","0.22","302.0"
"0.079","0.22","302.0"
"0.08","0.22","302.0"
"0.081","0.22","302.0"
"0.082","0.22","302.0"
"0.083","0.22","302.0"
"0.084","0.22","302.0"
"0.085","0.22","302.0"
"0.086","0.22","302.0"
"0.087","0.22","302.0"
"0.088","0.22","302.0"
"0.089","0.22","302.0"
"0.09","0.22","302.0"
"0.091","0.22","302.0"
"0.092","0.22","302.0"
"0.093","0.22","302.0"
"0.094","0.22","302.0"
"0.095","0.22","302.0"
"0.096","0.22","302.0"
"0.097","0.22","302.0"
"0.098","0.22","302.0"
"0.099","0.22","302.0"
"0.1","0.22","302.0"
"0.001","0.23","540.0"
"0.002","0.23","530.0"
"0.003","0.23","1944.0"
"0.004","0.23","545.0"
"0.005","0.23","598.0"
"0.006","0.23","147.0"
"0.007","0.23","51.0"
"0.008","0.23","119.0"
"0.009","0.23","-391.0"
"0.01","0.23","-334.0"
"0.011","0.23","-260.0"
"0.012","0.23","4.0"
"0.013","0.23","-109.0"
"0.014","0.23","237.0"
"0.015","0.23","210.0"
"0.016","0.23","302.0"
"0.017","0.23","302.0"
"0.018","0.23","302.0"
"0.019","0.23","302.0"
"0.02","0.23","302.0"
"0.021","0.23","302.0"
"0.022","0.23","302.0"
"0.023","0.23","302.0"
"0.024","0.23","302.0"
"0.025","0.23","302.0"
"0.026","0.23","302.0"
"0.027","0.23","302.0"
"0.028","0.23","302.0"
"0.029","0.23","302.0"
"0.03","0.23","302.0"
"0.031","0.23","302.0"
"0.032","0.23","302.0"
"0.033","0.23","302.0"
"0.034","0.23","302.0"
"0.035","0.23","302.0"
"0.036","0.23","302.0"
"0.037","0.23","302.0"
"0.038","0.23","302.0"
"0.039","0.23","302.0"
"0.04","0.23","302.0"
"0.041","0.23","302.0"
"0.042","0.23","302.0"
"0.043","0.23","302.0"
"0.044","0.23","302.0"
"0.045","0.23","302.0"
"0.046","0.23","302.0"
"0.047","0.23","302.0"
"0.048","0.23","302.0"
"0.049","0.23","302.0"
"0.05","0.23","302.0"
"0.051","0.23","302.0"
"0.052","0.23","302.0"
"0.053","0.23","302.0"
"0.054","0.23","302.0"
"0.055","0.23","302.0"
"0.056","0.23","302.0"
"0.057","0.23","302.0"
"0.058","0.23","302.0"
"0.059","0.23","302.0"
"0.06","0.23","302.0"
"0.061","0.23","302.0"
"0.062","0.23","302.0"
"0.063","0.23","302.0"
"0.064","0.23","302.0"
"0.065","0.23","302.0"
"0.066","0.23","302.0"
"0.067","0.23","302.0"
"0.068","0.23","302.0"
"0.069","0.23","302.0"
"0.07","0.23","302.0"
"0.071","0.23","302.0"
"0.072","0.23","302.0"
"0.073","0.23","302.0"
"0.074","0.23","302.0"
"0.075","0.23","302.0"
"0.076","0.23","302.0"
"0.077","0.23","302.0"
"0.078","0.23","302.0"
"0.079","0.23","302.0"
"0.08","0.23","302.0"
"0.081","0.23","302.0"
"0.082","0.23","302.0"
"0.083","0.23","302.0"
"0.084","0.23","302.0"
"0.085","0.23","302.0"
"0.086","0.23","302.0"
"0.087","0.23","302.0"
"0.088","0.23","302.0"
"0.089","0.23","302.0"
"0.09","0.23","302.0"
"0.091","0.23","302.0"
"0.092","0.23","302.0"
"0.093","0.23","302.0"
"0.094","0.23","302.0"
"0.095","0.23","302.0"
"0.096","0.23","302.0"
"0.097","0.23","302.0"
"0.098","0.23","302.0"
"0.099","0.23","302.0"
"0.1","0.23","302.0"
"0.001","0.24","540.0"
"0.002","0.24","530.0"
"0.003","0.24","1944.0"
"0.004","0.24","545.0"
"0.005","0.24","598.0"
"0.006","0.24","147.0"
"0.007","0.24","51.0"
"0.008","0.24","119.0"
"0.009","0.24","-391.0"
"0.01","0.24","-334.0"
"0.011","0.24","-260.0"
"0.012","0.24","4.0"
"0.013","0.24","-109.0"
"0.014","0.24","237.0"
"0.015","0.24","210.0"
"0.016","0.24","302.0"
"0.017","0.24","302.0"
"0.018","0.24","302.0"
"0.019","0.24","302.0"
"0.02","0.24","302.0"
"0.021","0.24","302.0"
"0.022","0.24","302.0"
"0.023","0.24","302.0"
"0.024","0.24","302.0"
"0.025","0.24","302.0"
"0.026","0.24","302.0"
"0.027","0.24","302.0"
"0.028","0.24","302.0"
"0.029","0.24","302.0"
"0.03","0.24","302.0"
"0.031","0.24","302.0"
"0.032","0.24","302.0"
"0.033","0.24","302.0"
"0.034","0.24","302.0"
"0.035","0.24","302.0"
"0.036","0.24","302.0"
"0.037","0.24","302.0"
"0.038","0.24","302.0"
"0.039","0.24","302.0"
"0.04","0.24","302.0"
"0.041","0.24","302.0"
"0.042","0.24","302.0"
"0.043","0.24","302.0"
"0.044","0.24","302.0"
"0.045","0.24","302.0"
"0.046","0.24","302.0"
"0.047","0.24","302.0"
"0.048","0.24","302.0"
"0.049","0.24","302.0"
"0.05","0.24","302.0"
"0.051","0.24","302.0"
"0.052","0.24","302.0"
"0.053","0.24","302.0"
"0.054","0.24","302.0"
"0.055","0.24","302.0"
"0.056","0.24","302.0"
"0.057","0.24","302.0"
"0.058","0.24","302.0"
"0.059","0.24","302.0"
"0.06","0.24","302.0"
"0.061","0.24","302.0"
"0.062","0.24","302.0"
"0.063","0.24","302.0"
"0.064","0.24","302.0"
"0.065","0.24","302.0"
"0.066","0.24","302.0"
"0.067","0.24","302.0"
"0.068","0.24","302.0"
"0.069","0.24","302.0"
"0.07","0.24","302.0"
"0.071","0.24","302.0"
"0.072","0.24","302.0"
"0.073","0.24","302.0"
"0.074","0.24","302.0"
"0.075","0.24","302.0"
"0.076","0.24","302.0"
"0.077","0.24","302.0"
"0.078","0.24","302.0"
"0.079","0.24","302.0"
"0.08","0.24","302.0"
"0.081","0.24","302.0"
"0.082","0.24","302.0"
"0.083","0.24","302.0"
"0.084","0.24","302.0"
"0.085","0.24","302.0"
"0.086","0.24","302.0"
"0.087","0.24","302.0"
"0.088","0.24","302.0"
"0.089","0.24","302.0"
"0.09","0.24","302.0"
"0.091","0.24","302.0"
"0.092","0.24","302.0"
"0.093","0.24","302.0"
"0.094","0.24","302.0"
"0.095","0.24","302.0"
"0.096","0.24","302.0"
"0.097","0.24","302.0"
"0.098","0.24","302.0"
"0.099","0.24","302.0"
"0.1","0.24","302.0"
"0.001","0.25","540.0"
"0.002","0.25","530.0"
"0.003","0.25","1944.0"
"0.004","0.25","545.0"
"0.005","0.25","598.0"
"0.006","0.25","147.0"
"0.007","0.25","51.0"
"0.008","0.25","119.0"
"0.009","0.25","-391.0"
"0.01","0.25","-334.0"
"0.011","0.25","-260.0"
"0.012","0.25","4.0"
"0.013","0.25","-109.0"
"0.014","0.25","237.0"
"0.015","0.25","210.0"
"0.016","0.25","302.0"
"0.017","0.25","302.0"
"0.018","0.25","302.0"
"0.019","0.25","302.0"
"0.02","0.25","302.0"
"0.021","0.25","302.0"
"0.022","0.25","302.0"
"0.023","0.25","302.0"
"0.024","0.25","302.0"
"0.025","0.25","302.0"
"0.026","0.25","302.0"
"0.027","0.25","302.0"
"0.028","0.25","302.0"
"0.029","0.25","302.0"
"0.03","0.25","302.0"
"0.031","0.25","302.0"
"0.032","0.25","302.0"
"0.033","0.25","302.0"
"0.034","0.25","302.0"
"0.035","0.25","302.0"
"0.036","0.25","302.0"
"0.037","0.25","302.0"
"0.038","0.25","302.0"
"0.039","0.25","302.0"
"0.04","0.25","302.0"
"0.041","0.25","302.0"
"0.042","0.25","302.0"
"0.043","0.25","302.0"
"0.044","0.25","302.0"
"0.045","0.25","302.0"
"0.046","0.25","302.0"
"0.047","0.25","302.0"
"0.048","0.25","302.0"
"0.049","0.25","302.0"
"0.05","0.25","302.0"
"0.051","0.25","302.0"
"0.052","0.25","302.0"
"0.053","0.25","302.0"
"0.054","0.25","302.0"
"0.055","0.25","302.0"
"0.056","0.25","302.0"
"0.057","0.25","302.0"
"0.058","0.25","302.0"
"0.059","0.25","302.0"
"0.06","0.25","302.0"
"0.061","0.25","302.0"
"0.062","0.25","302.0"
"0.063","0.25","302.0"
"0.064","0.25","302.0"
"0.065","0.25","302.0"
"0.066","0.25","302.0"
"0.067","0.25","302.0"
"0.068","0.25","302.0"
"0.069","0.25","302.0"
"0.07","0.25","302.0"
"0.071","0.25","302.0"
"0.072","0.25","302.0"
"0.073","0.25","302.0"
"0.074","0.25","302.0"
"0.075","0.25","302.0"
"0.076","0.25","302.0"
"0.077","0.25","302.0"
"0.078","0.25","302.0"
"0.079","0.25","302.0"
"0.08","0.25","302.0"
"0.081","0.25","302.0"
"0.082","0.25","302.0"
"0.083","0.25","302.0"
"0.084","0.25","302.0"
"0.085","0.25","302.0"
"0.086","0.25","302.0"
"0.087","0.25","302.0"
"0.088","0.25","302.0"
"0.089","0.25","302.0"
"0.09","0.25","302.0"
"0.091","0.25","302.0"
"0.092","0.25","302.0"
"0.093","0.25","302.0"
"0.094","0.25","302.0"
"0.095","0.25","302.0"
"0.096","0.25","302.0"
"0.097","0.25","302.0"
"0.098","0.25","302.0"
"0.099","0.25","302.0"
"0.1","0.25","302.0"
